,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
1025,multithreading ipc qt c,use thread inter process communication qt c application practical walk qt offering daniel gakwaya,55,Intermediate,13,4.4,34
1026,master unity vr make mini game,learn everything need know make mini virtual reality game mobile mammoth interactive,236,Beginner,785,4.3,482
1027,mainframe complete cobol course beginner expert,become expert cobol program coding run cobol program jcl basic tsoispf operation also covered sandeep kumar,92,All Levels,95,4.0,303
1028,master automation testing java selenium webdriver,learn write great automation test selenium webdriver java start building automation testing framework inminutes official,427,Beginner,395,4.2,615
1029,apache kafka beginner learn kafka handson,kafka deep dive apache kafka concept learn build kafka producersconsumers using javacamelspring etc dilip,59,All Levels,65,4.2,631
1030,build responsive website using html cs j bootstrap,learn html cs javascript jquery bootstrap framework building modern looking responsive website irfan dayan,75,All Levels,8,4.4,2915
1031,revit mep essential intermediate,covering essential intermediate feature revit mep munir hamad,40,Intermediate,105,4.3,222
1032,python bootcamp build working application game,learn complete python basic data science data visualisation desktop graphical application python web dev nirwal,378,All Levels,32,4.3,738
1033,augmented reality ar unity vuforia android io,create augmented reality apps ar unity vuforia android io quickly easily course everyone massimiliano alfieri,93,All Levels,18,4.4,42
1034,python raspberry pi electronics iot bootcamp,learn python basic advanced python scientific python raspberry pi hardware iot project single course ashwin pajankar student worldwide,221,Beginner,26,4.3,20
1035,complete web development course html vuejs php mysql,html cs javascript jquery responsive web page vuejs ajax php cli npm babel webpack mysql oop expressjs onlykiosk tech,600,All Levels,325,4.5,923
1036,citrix xenapp xendesktop administration pvs wem,citrix virtual apps virtual desktop cu pvs wem installation administration fabrice chrzanowski,112,Intermediate,175,4.1,84
1037,angular styling animation angular,angular learn use dynamic style powerful animation create beautiful angular apps maximilian schwarzmüller,124,Intermediate,7,4.8,1188
1038,informatica cloud data integration,iics informatica intelligent cloud service data integration sid inf,52,Beginner,45,4.2,205
1039,reactive programming spring framework,learn functional reactive programming spring framework john thompson,52,Intermediate,4,4.0,608
1040,postman crash course beginner learn api testing,postman tutorial walking important step inside postman app begin writing api test valentin despa,26,All Levels,15,4.4,2559
1041,genetics next generation sequencing bioinformatics,software professional entering bioinformatics dna sequencing data analysis ng biology prerequisite shreeya kumaresan,27,Beginner,3,4.4,90
1042,selenium webdriver java cucumber bdd full course,full automation testing bootcamp learn automation testing using selenium webdriver java cucumber bdd testng gianni bruno,158,All Levels,11,4.4,1032
1043,flask megatutorial python web development,complete introduction web development python flask miguel grinberg,192,Beginner,115,4.5,189
1044,oracle analytic function indepth advanced oracle sql,move skill sql another level using oracle analytic function advanced sql script attached khaled alkhudari,85,Expert,95,4.5,269
1045,jenkins complete tutorial master cicd devops,one definitive course jenkins go novice jenkins guru learn devops automate cicd pipeline renju ratheesh,30,All Levels,55,4.3,361
1046,c intermediate programming application driven approach,great way learn solve real problem using winforms c video exercise intro course charlie chiarelli,175,Intermediate,305,4.5,440
1047,unified modeling language uml complete guide,online course learn read uml diagram interpret every uml notation build using practical example maged koshty,50,All Levels,4,4.2,870
1048,absolute introduction object oriented programming java,prerequisite master object oriented design java imtiaz ahmad,10,Beginner,2,4.3,3264
1049,learn selenium javacucumber live project,core java selenium webdriver testng cucumber maven jenkins git github automation framework ci pavan kumar,54,All Levels,565,4.4,241
1050,introduction machine learning deep learning python,regression naive bayes classifier support vector machine random forest classifier deep neural network holczer balazs,156,All Levels,13,4.5,480
1051,gatsby j firebase build hybrid realtime static site,combine superfast statically generated gatsby site realtime firebase firestore cloud function storage tom phillips,65,All Levels,5,4.5,67
1052,learning path azure explore azure function logic apps,learn azure function logic apps uptodate technique practical example packt publishing,47,Beginner,6,4.2,276
1053,unity basic monetised androidios game hour,unity basic game design c coding monetise game ad support suitable beginner intermediate david mcdonald,40,Beginner,4,4.4,325
1054,aspnet core ecommerce web site based microservices,aspnet core microservices architecture docker container based ecommerce stripe payment gateway f frank ozz,76,All Levels,135,3.7,391
1055,multithreading parallel programming c,overcome multithreading asynchronous programming c problem improve performance parallel computing c engineer spock,80,All Levels,7,4.2,235
1056,advanced algorithm java,understand algorithm data structure deep level grow career ready answer interview question tim buchalkas learn programming academy,72,All Levels,16,4.4,89
1057,microservices architecture,transform monolith organized maintainable scalable service leveraging microservices architecture packt publishing,31,Intermediate,45,4.0,157
1058,bdd selenium webdriver specflow using c,learn behaviour driven development using two powerful tool webdriver specflow c language binding rahul singh rathore,158,All Levels,29,4.2,731
1059,python regular expression regex project,handson regex skill input validation data parsing cleanup comprehensive reference guide tool chandra lingam,58,All Levels,35,4.4,375
1060,django core reference guide core django concept,dive deep core concept behind power django framework written python using django python justin mitchel,159,Intermediate,185,4.5,1212
